VIN,Activity Group Id,Date,Ops Time,Company,Product Category,Product,Sensor Category,Parameter,Description,Value,State,Purchase Type,Age,Latitude,Longitude
5,10,2020-01-18,25,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,69.66406829124199,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,30,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,56.591642051289014,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,35,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,79.76346867590169,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,40,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,35.673697425439215,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,45,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,85.30225979010021,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,50,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,90.57079089093824,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,55,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,54.29051101378534,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,60,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,55.36215377139833,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,65,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,62.32469370507961,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,70,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,70.64948603894446,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,75,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,44.71387199820637,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,80,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,50.66463850403121,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,85,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,62.536275666943155,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,90,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,61.63821381446536,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,95,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,92.99550249366652,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,100,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,99.37560925274711,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,105,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,58.29056087899886,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,110,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,37.15362148033492,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,115,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,55.77641503404297,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,120,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,78.11363961580344,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,125,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,81.92169925819435,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,130,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,70.45124394593473,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,135,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,48.459137709460904,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,140,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,58.67993273123428,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,145,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,57.544768763938634,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,150,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,81.83383697271103,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,155,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,88.71822167228919,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,160,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,80.47914732061233,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,165,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,56.15697263031157,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,170,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,50.2518243433241,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,175,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,76.89851333735746,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,180,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,72.75080956175299,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,185,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,41.659568896121684,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,190,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,86.51474792866931,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,195,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,54.57366928538717,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,200,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,38.213179372680415,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,205,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,49.555165730803495,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,210,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,40.518070569888366,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,215,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,96.88021028959352,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,220,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,67.01924575966368,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,225,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,80.31746332415686,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,230,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,52.37415446610115,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,235,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Distance,ft,39.57392645136278,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,0,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,10.235768988751733,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,5,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,16.39440061025617,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,10,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,21.326252046420514,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,15,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,19.392492692015246,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,20,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,15.272137925838292,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,25,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,8.036306247600166,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,30,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,6.943326676770818,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,35,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,13.565983162737448,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,40,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,17.88971292581693,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,45,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,16.990380549852098,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,50,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,15.121700034798355,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,55,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,20.256829855002962,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,60,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,22.00469833597838,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,65,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,19.45876215954677,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,70,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,10.317792778645776,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,75,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,10.94690188922141,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,80,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,15.36705059073743,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,85,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,14.185756931424276,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,90,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,21.752882341303724,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,95,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,7.166147828748091,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,100,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,24.374537459428165,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,105,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,16.09571994343987,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,110,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,17.138541418423713,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,115,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,10.300830094228994,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,120,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,17.901930069579485,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,125,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,17.153563193221974,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,130,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,19.509284983981857,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,135,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,6.15488060859656,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,140,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,13.996494973578255,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,145,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,9.467731272477334,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,150,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,10.68040239643669,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,155,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,5.232072961950644,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,160,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,9.064628172303697,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,165,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,11.369128374577006,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,170,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,8.180184352682451,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,175,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,7.591940277295914,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,180,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,22.92183201640172,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,185,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,8.619427111810067,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,190,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,13.308723048079937,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,195,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,7.166575658687629,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,200,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,23.72134296189171,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,205,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,8.736517904157628,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,210,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,24.516276698029817,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,215,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,19.756626583764593,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,220,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,22.325045466280056,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,225,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,9.852815670423192,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,230,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,19.628261648952712,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,235,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,GPS,Speed,mph,23.71332426985832,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,0,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.9198770769759448,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,5,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.5274932476325602,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,10,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.18227450164552708,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,15,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.43448089934182255,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,20,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.2841816592628212,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,25,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.703309309403433,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,30,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.8975867300431574,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,35,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.6885408592133949,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,40,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.12367586422462314,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,45,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.8002662099674718,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,50,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.6867430143785936,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,55,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.4023443140136567,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,60,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.41852990492165976,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,65,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.5745106419140781,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,70,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.5342656054760416,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,75,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.5951872550981011,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,80,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.748406153937618,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,85,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.5166939890588083,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,90,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.3322256834585302,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,95,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.5454842038636573,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,100,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.12379862485031377,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,105,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.42361618935760603,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,110,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.06262297980873213,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,115,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.057770386818161566,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,120,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.7995101869654169,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,125,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.7260366494125627,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,130,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.1452025413195415,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,135,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.7567768215179179,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,140,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.3473560005213021,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,145,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.8510558247413869,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,150,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.1406605075150861,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,155,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.037851956429308824,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,160,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.4402186488639877,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,165,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.14776640042380035,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,170,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.8607302929704777,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,175,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.6039016191925562,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,180,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.4113266080989362,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,185,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.2599078580834081,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,190,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.7302807627940513,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,195,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.8186709202842751,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,200,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.014720544166598492,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,205,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.4522186849575705,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,210,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.8943460950842341,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,215,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.485362091911193,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,220,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.4592070442556831,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,225,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.3594166204607659,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,230,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.013391871723295345,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,235,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Grade,deg,0.6037813069331489,normal_ops,Rebuild,8,36.5853,-87.4186
5,10,2020-01-18,0,"Hollis & Hollis Group Inc (Clarksville, TN)",Asphalt Screed,Eagle-8,Grade,Slope,deg,1.974879221167348,normal_ops,Rebuild,8,36.5853,-87.4186
